Matricula,PROGRAMA EDUCATIVO,BAJA 1ER CUATRI,BAJA 2DO CUATRI,BAJA 3ER CUATRI,Estado civil,Hijos,Problema o padecimiento,Razonamiento matem‡tico,Razonamiento abstracto,R. Verbal,R. Espacial,Inform‡tica,C‡lculo,Comunicaci—n,Mec‡nico,Servicio,Finanzas,Trabaja,Ingreso mensual de padre,Ingreso mensual de madre,Ingresos mensuales familiares,UPQ Primera opci—n,Minutos de trayecto a la universidad,Probabilidad Baja (%)
124049009,5,,,,3,0,0,0.2,0.1,0.01,0.1,0.78,0.84,0.82,0.86,0.88,0.82,0,0.083333333,0,0.0625,1,0.03125,2.148516178
124048873,1,,,,3,0,0,0.4,0.01,0.1,0.45,0.6,0.54,0.54,0.64,0.86,0.46,0,0.083333333,0.125,0.125,1,0.125,2.144850254
124050060,6,,,,3,0,0,0.1,0.6,0.1,0.75,0.78,0.9,0.92,0.76,0.9,0.86,0,0.066666667,0.05,0.075,1,0,2.141261339
124050163,1,,,,3,0,0,0.6,0.1,0.05,0.4,0.54,0.48,0.52,0.68,0.74,0.62,0,0.208333333,0,0.15625,1,0.125,2.138252258
124049395,4,,,,3,0,0,0.75,0.55,0.15,0.9,0.82,0.76,0.7,0.68,0.8,0.8,0,0.083333333,0.125,0.1375,1,0.083333333,2.137570143
124048897,5,,,,3,0,0,0.15,0.55,0.15,0.35,0.7,0.86,0.84,0.5,0.94,0.84,0,0.066666667,0.09375,0.125,1,0,2.136283159
124049284,7,,,,3,0,0,0.7,0.1,0.2,0.7,0.7,0.5,0.44,0.7,0.54,0.58,0,0.091666667,0,0.075,1,0.041666667,2.132573843
124048921,5,,,,3,0,0,0.9,0.55,0.1,0.2,0.72,0.72,0.78,0.62,0.8,0.72,0,0.033333333,0.0375,0.0125,1,0.052083333,2.126936913
124050165,1,,,,3,0,0,0.01,0.03,0.1,0.6,0.74,0.62,0.6,0.66,0.62,0.6,0,0.333333333,0.3,0,1,0.0625,2.126272678
124048776,4,,,,3,0,0,0.8,0.75,0.15,0.55,0.46,0.84,0.54,0.78,0.68,0.5,0,0.05,0,0,1,0.25,2.124159098
124050325,1,,,,3,0,1,0.4,0.45,0.15,0.65,0.66,0.66,0.6,0.92,0.82,0.68,1,0.05,0.0375,0.05625,1,0.041666667,2.12344408
124049572,1,,,,3,0,0,0.35,0.15,0.01,0.1,0.46,0.4,0.58,0.56,0.88,0.58,0,0.075,0.1125,0,1,0.104166667,2.12028718
124048812,4,,,,3,0,0,0.6,0.45,0.05,0.2,0.36,0.58,0.5,0.56,0.82,0.52,0,0.066666667,0,0.05,1,0.125,2.117327213
124049620,4,,,,3,0,0,0.55,0.2,0.04,0.45,0.34,0.8,0.3,0.58,0.9,0.58,1,0.15,0.01875,0.11875,1,0.041666667,2.117139339
124049947,1,,,,3,0,0,0.9,0.6,0.35,0.6,0.44,0.38,0.5,0.58,0.72,0.52,0,0.166666667,0,0.125,1,0.125,2.111631155
124050573,4,,,,3,0,0,0.75,0.35,0.25,0.15,0.74,0.88,0.78,0.78,0.84,0.76,1,0.05,0.075,0.075,1,0.0625,2.108915806
124048870,0,,,,3,0,0,0,0.1,0.1,0.2,0.54,0.56,0.68,0.48,0.66,0.68,1,0.066666667,0.075,0.075,1,0.0625,2.106860399
124049037,0,,,,3,0,0,0,0.1,0.1,0.2,0.54,0.54,0.64,0.5,0.66,0.7,1,0.025,0.05625,0.028125,1,0.0625,2.098804474
124050549,7,,,,3,0,0,0.35,0.3,0.05,0.55,0.56,0.5,0.54,0.62,0.64,0.52,0,0.066666667,0,0.05,1,0.03125,2.094147921
124049848,4,,,,3,0,0,0.25,0.35,0.05,0.5,0.86,0.86,0.88,0.9,0.96,0.86,0,0.083333333,0.175,0.15,1,0.03125,2.093238831
124049548,4,,,,3,0,0,0.4,0.15,0.1,0.2,0.52,0.6,0.58,0.56,0.58,0.52,0,0.05,0.0625,0.06875,1,0.25,2.09144187
124050093,3,,,,3,0,0,0.85,0.8,0.97,0.55,0.62,0.66,0.64,0.72,0.9,0.7,0,0.225,0,0.16875,1,0.03125,2.090555668
124049576,0,,,,3,0,1,0.6,0.4,0.01,0.1,0.56,0.46,0.72,0.52,0.74,0.5,1,0,0,0,1,0.052083333,2.086453438
124049662,3,,,,3,0,0,0.9,0.55,0.5,0.4,0.68,0.64,0.74,0.76,0.8,0.84,0,0.066666667,0,0.05,1,0.083333333,2.075917959
124049390,3,,,,3,0,0,0.85,0.4,0.25,0.15,0.72,0.74,0.8,0.74,0.8,0.8,1,0.033333333,0.05,0.04375,1,0.125,2.071258545
124049614,1,,,,3,0,0,0.55,0.4,0.25,0.5,0.4,0.56,0.38,0.66,0.56,0.46,1,0.1,0,0.1,1,0.125,2.068475962
124049001,1,,,,3,0,0,0,0.1,0.1,0.2,0.64,0.44,0.68,0.6,0.78,0.72,0,0.133333333,0,0.03125,1,0.3125,2.059099197
124049046,4,,,,3,0,0,0.9,0.6,0.5,0.75,0.76,0.74,0.6,0.98,0.84,0.84,1,0.041666667,0,0.03125,1,0.052083333,2.058975935
124050156,4,,,,3,0,0,0,0.15,0.15,0.25,0.66,0.74,0.62,0.78,0.78,0.64,1,0,0,0,1,0.083333333,2.058352232
124049642,1,,,,3,0,0,0.9,0.55,0.3,0.6,0.54,0.52,0.64,0.62,0.84,0.62,1,0,0.125,0.1125,1,0.09375,2.055827618
124050119,1,,,,3,0,0,0.2,0.04,0.01,0.3,0.52,0.5,0.54,0.48,0.48,0.54,0,0.025,0.0376125,0.01875,1,0.1875,2.05577898
124050178,0,,,,3,0,0,0.9,0.1,0.1,0.25,0.62,0.86,0.54,0.46,0.68,0.68,1,0.066666667,0.1,0.1,1,0.083333333,2.051310301
124050088,4,,,,3,0,0,0.75,0.85,0.8,0.75,0.5,0.8,0.5,0.72,0.8,0.58,0,0.035666667,0.15,0.0625,1,0.035416667,2.048196554
124049079,5,,,,3,0,0,0.75,0.04,0.55,0.05,0.42,0.54,0.56,0.4,0.84,0.6,1,0,0,0,1,0.104166667,2.04275918
124049292,4,,,,3,0,0,0.85,0.25,0.4,0.45,0.64,0.72,0.64,0.66,0.72,0.62,0,0,0,0,1,0.125,2.034867287
124050324,4,,,,3,0,0,0.6,0.1,0.25,0.05,0.62,0.64,0.56,0.62,0.8,0.6,0,0.133333333,0.2,0.2,1,0.0625,2.034706593
124048991,1,,,,3,0,0,0.85,0.4,0.3,0.95,0.74,0.64,0.78,0.7,0.94,0.7,1,0.208333333,0.125,0.21875,1,0.125,2.029728413
124050120,3,,,,3,0,0,0.99,0.99,0.9,0.99,0.38,0.66,0.38,0.38,0.68,0.56,0,0.05,0.1,0.05,1,0.03125,2.015663624
124049680,5,,,,3,0,0,0.8,0.15,0.1,0.96,0.34,0.52,0.64,0.24,0.7,0.5,0,0.066666667,0,0.05,1,0.09375,2.012845039
124050003,5,,,,3,0,0,0.7,0.25,0.2,0.25,0.84,0.56,0.82,0.68,0.96,0.88,0,0,0,0,1,0.0625,2.009424925
124048820,0,,,,3,0,0,0.2,0.15,0.01,0.05,0.58,0.58,0.46,0.48,0.7,0.6,0,0.033333333,0.0125,0.028125,1,0.09375,2.005184889
124049514,5,,,,3,0,0,0.55,0.55,0.1,0.4,0.58,0.26,0.76,0.4,0.78,0.76,0,0.083333333,0.125,0.1875,1,0.020833333,2.003484726
124048809,1,,,,3,0,1,0.9,0.7,0.65,0.85,0.76,0.82,0.62,0.74,0.9,0.58,0,0,0,0,1,0.083333333,1.999105453
124048711,1,,,,3,0,0,0.9,0.85,0.96,0.96,0.96,0.68,0.82,0.96,0.94,0.74,1,0.083333333,0.1,0.1125,1,0.083333333,1.99835968
124049917,0,,,,3,0,0,0.15,0.2,0.1,0.2,0.62,0.74,0.78,0.7,0.7,0.82,1,0.070833333,0,0.075,1,0.1875,1.997851014
124049014,5,,,,3,0,0,0.1,0.99,0.99,0.98,0.8,0.86,0.9,0.78,0.96,0.82,1,0.075,0,0.05625,1,0.145833333,1.996635079
124049128,3,,,,3,0,0,0.01,0.55,0.02,0.4,0.5,0.4,0.54,0.76,0.8,0.46,1,0,0.15,0.1375,1,0.083333333,1.983594656
124048995,5,,,,3,0,0,0.7,0.7,0.1,0.2,0.62,0.58,0.7,0.58,0.94,0.84,1,0.125,0,0.09375,1,0.041666667,1.983403206
124049142,0,,,,3,0,0,0.2,0.15,0.1,0.4,0.54,0.56,0.6,0.36,0.86,0.54,1,0,0.15,0.11875,1,0.052083333,1.98337996
124050187,4,,,,3,0,0,0.9,0.25,0.5,0.5,0.68,0.76,0.66,0.66,0.7,0.6,0,0,0.0625,0.04375,1,0.0625,1.983077407
124049857,0,,,,3,0,0,0.25,0.4,0.01,0.1,0.5,0.38,0.62,0.34,0.78,0.54,0,0.2,0,0.125,1,0.0625,1.981739163
124049617,1,,,,3,0,1,0.25,0.55,0.2,0.4,0.68,0.68,0.46,0.72,0.6,0.56,0,0.083333333,0,0.0625,1,0.0625,1.97926569
124050484,6,,,,3,0,0,0.9,0.25,0.85,0.3,0.46,0.62,0.54,0.32,0.52,0.44,0,0.035,0,0.055,1,0.0625,1.978104949
124049097,0,,,,3,0,0,0,0.01,0.2,0.3,0.76,0.56,0.58,0.5,0.8,0.7,1,0,0,0.1,1,0.25,1.973554134
124049776,4,,,,3,0,0,0.9,0.25,0.1,0.05,0.46,0.62,0.48,0.72,0.6,0.66,1,0.0625,0,0.046875,1,0.0625,1.971446395
124049350,1,,,,3,0,1,0.8,0.6,0.4,0.75,0.72,0.68,0.7,0.82,0.88,0.74,0,0.15,0,0.1125,1,0.0625,1.97008872
124049405,5,,,,3,0,0,0.55,0.75,0.15,0.35,0.46,0.6,0.54,0.42,0.64,0.54,1,0.133333333,0.2,0.1,1,0,1.961439848
124050203,3,,,,3,1,0,0.75,0.2,0.01,0.6,0.44,0.56,0.52,0.6,0.82,0.66,1,0.083333333,0.0125,0.09375,1,0.03125,1.95775485
124049890,5,,,,3,0,0,0,0.25,0.9,0.96,0.6,0.58,0.74,0.52,0.86,0.72,0,0.075,0.15,0.13125,1,0.0625,1.95483458
124049479,4,,,,3,0,0,0.35,0.4,0.25,0.75,0.72,0.8,0.72,0.88,0.72,0.62,0,0,0.225,0.2,1,0.052083333,1.954544663
124050479,5,,,,3,0,0,0.8,0.4,0.1,0.25,0.48,0.68,0.54,0.54,0.62,0.56,0,0.104166667,0.13125,0.125,1,0.041666667,1.953033924
124048487,4,,,,3,0,0,0.85,0.4,0.1,0.9,0.66,0.66,0.64,0.64,0.72,0.68,1,0,0,0.09375,1,0.083333333,1.952532649
124049798,4,,,,3,0,0,0.2,0.15,0.05,0.45,0.74,0.74,0.66,0.68,0.74,0.7,0,0.05,0,0.0375,1,0.125,1.946870446
124050105,4,,,,3,0,0,0.6,0.35,0.7,0.75,0.74,0.7,0.68,0.68,0.82,0.7,0,0.083333333,0.125,0.125,1,0.25,1.945001245
124050123,0,,,,3,0,0,0.25,0.15,0.1,0.05,0.56,0.68,0.7,0.46,0.72,0.74,0,0.229166667,0.04375,0.171875,1,0.083333333,1.944700241
124048709,5,,,,3,0,0,0.25,0.04,0.1,0.2,0.54,0.54,0.62,0.58,0.7,0.6,0,0.083333333,0,0.0625,1,0.052083333,1.941179514
124050173,4,,,,3,0,0,0.7,0.4,0.2,0.96,0.5,0.76,0.58,0.74,0.64,0.64,0,0.066666667,0,0.065625,1,0.25,1.940865397
124050355,0,,,,3,0,0,0.85,0.15,0.1,0.4,0.46,0.46,0.6,0.58,0.72,0.64,1,0.054166667,0,0.05,1,0.1875,1.940739751
124048946,4,,,,3,0,0,0.8,0.55,0.1,0.45,0.44,0.88,0.74,0.26,0.88,0.4,0,0.208333333,0,0.15625,1,0.041666667,1.935048223
124050162,5,,,,3,0,0,0.2,0.2,0.05,0.5,0.74,0.62,0.54,0.5,0.62,0.6,1,0.05,0,0,1,0.25,1.933962822
124049658,0,,,,3,0,0,0,0.15,0.1,0.35,0.62,0.74,0.76,0.42,0.82,0.64,0,0.083333333,0.125,0.15625,1,0.25,1.931578517
124050277,1,,,,3,0,0,0.15,0.01,0.1,0.15,0.68,0.6,0.76,0.68,0.72,0.66,1,0.166666667,0.15,0.125,1,0.104166667,1.921171665
124049250,0,,,,3,0,0,0.2,0.15,0.15,0.02,0.58,0.56,0.58,0.58,0.6,0.58,0,0.166666667,0.1875,0.1875,1,0.0625,1.916215181
124049833,4,,,,3,0,0,0.9,0.6,0.4,0.98,0.5,0.68,0.42,0.48,0.64,0.48,0,0.033333333,0.045,0.0475,1,0.0625,1.914695621
124050048,1,,,,3,0,0,0.4,0.1,0.1,0.4,0.5,0.62,0.7,0.86,0.78,0.66,1,0.166666667,0.05,0.15,1,0.0625,1.91460216
124048880,4,,,,3,0,0,0.35,0.2,0.04,0.3,0.54,0.54,0.62,0.64,0.7,0.64,0,0.045833333,0,0.034375,1,0.125,1.911795497
124049245,1,,,,3,0,0,0.1,0.01,0.98,0.1,0.34,0.42,0.42,0.6,0.6,0.54,1,0.025,0.025,0.1875,1,0.083333333,1.904283047
124050446,4,,,,3,0,0,0,0.15,0.4,0.05,0.7,0.78,0.82,0.9,0.96,0.84,0,0.166666667,0,0.125,1,0.25,1.904059768
124049156,5,,,,3,0,0,0.6,0.25,0.04,0.9,0.48,0.74,0.56,0.54,0.7,0.6,0,0.208333333,0.0625,0.1875,1,0.041666667,1.900832891
124050159,5,,,,3,0,0,0.55,0.1,0.1,0.05,0.56,0.6,0.54,0.4,0.7,0.46,0,0,0,0.0375,1,0.083333333,1.896067381
124050260,5,,,,3,0,0,0.25,0.02,0.1,0.25,0.4,0.26,0.42,0.68,0.68,0.58,0,0,0.05,0.025,1,0.020833333,1.895413399
124049821,4,,,,3,0,0,0,0.55,0.2,0.1,0.52,0.6,0.56,0.64,0.62,0.58,0,0.166666667,0.2,0.225,1,0.145833333,1.895005226
124049334,5,,,,3,0,0,0.35,0.04,0.1,0.6,0.84,0.76,0.7,0.74,0.78,0.74,0,0,0,0,1,0.125,1.892409444
124050086,4,,,,3,0,0,0.75,0.3,0.2,0.8,0.62,0.82,0.7,0.78,0.78,0.74,1,0,0.1875,0,1,0.0625,1.890415549
124050347,4,,,,3,0,0,0.2,0.4,0.05,0.35,0.54,0.68,0.66,0.54,0.7,0.64,1,0,0,0.09375,1,0.375,1.889501095
124050167,7,,,,3,0,0,0.6,0.04,0.3,0.25,0.56,0.56,0.64,0.56,0.76,0.54,0,0,0,0,1,0.0625,1.885196924
124048802,1,,,,3,0,0,0.99,0.9,0.3,0.6,0.56,0.82,0.6,0.72,0.92,0.48,0,0.083333333,0,0.0625,1,0.09375,1.882459164
124050191,4,,,,3,0,0,0.9,0.03,0.1,0.05,0.92,0.72,0.62,0.78,0.72,0.5,0,0,0.25,0,1,0.0625,1.881940126
124048753,1,,,,3,0,0,0.9,0.35,0.5,0.2,0.32,0.56,0.46,0.68,0.86,0.54,0,0.25,0.0875,0.25,1,0.25,1.878969908
124049160,4,,,,3,0,0,0,0.1,0.1,0.45,0.42,0.52,0.42,0.58,0.82,0.5,1,0.083333333,0.125,0.125,1,0.020833333,1.876392365
124049570,1,,,,3,0,0,0.9,0.45,0.15,0.5,0.6,0.78,0.72,0.82,0.66,0.7,1,0.166666667,0.125,0.1875,1,0.041666667,1.871850848
124050221,5,,,,3,0,0,0.6,0.01,0.02,0.02,0.64,0.7,0.52,0.62,0.84,0.7,0,0.083333333,0.1875,0.1875,1,0.041666667,1.869511247
124049935,0,,,,3,0,0,0.9,0.3,0.15,0.2,0.58,0.82,0.78,0.84,0.9,0.82,1,0,0,0.125,1,0.125,1.867207885
124049758,4,,,,3,0,0,0.9,0.7,0.5,0.85,0.56,0.7,0.44,0.72,0.52,0.56,0,0.133333333,0,0.1,1,0.0625,1.863675356
124049949,5,,,,3,0,0,0.75,0.6,0.1,0.65,0.78,0.68,0.82,0.72,0.9,0.78,0,0.058333333,0,0.04375,1,0.083333333,1.853688478
124050166,0,,,,3,0,0,0.7,0.25,0.04,0.2,0.36,0.36,0.36,0.56,0.48,0.5,1,0.125,0.1,0.10625,1,0.0625,1.85258019
124050297,5,,,,3,0,0,0.7,0.45,0.15,0.1,0.64,0.84,0.56,0.78,0.8,0.84,1,0,0.09375,0.075,1,0.0625,1.848077059
124049964,4,,,,3,0,0,0.35,0.15,0.04,0.4,0.74,0.84,0.68,0.62,0.8,0.62,0,0.1,0,0.05,1,0.1875,1.843055725
123048632,4,,,,3,0,0,0.7,0.55,0.15,0.7,0.8,0.58,0.6,0.6,0.9,0.56,1,0.208333333,0.125,0.21875,1,0.0625,1.841628909
124049158,1,,,,3,0,0,0.98,0.75,0.02,0.45,0.6,0.88,0.46,0.8,0.62,0.72,0,0.05,0.15,0.1125,1,0.083333333,1.83889401
124048932,3,,,,3,0,0,0.9,0.6,0.3,0.4,0.96,0.9,0.94,0.94,1,0.92,0,0.166666667,0.125,0.1875,1,0.041666667,1.837387085
124049321,0,,,,3,0,0,0.1,0.25,0.15,0.45,0.38,0.52,0.46,0.56,0.84,0.6,0,0.083333333,0,0.0625,1,0.1875,1.829910994
124048758,4,,,,3,0,0,0.9,0.55,0.7,0.75,0.7,0.8,0.96,0.72,0.96,0.94,0,0,0,0,1,0.125,1.824283838
124049874,3,,,,3,0,0,0.9,0.4,0.1,0.55,0.48,0.74,0.68,0.56,0.78,0.62,0,0.083333333,0.05,0.0875,1,0.083333333,1.822570324
124048775,6,,,,3,0,0,0.9,0.3,0.15,0.35,0.68,0.58,0.62,0.76,0.62,0.52,0,0.058333333,0.075,0.0625,1,0.03125,1.816077471
124049996,5,,,,3,0,0,0.1,0.55,0.01,0.99,0.58,0.6,0.56,0.48,0.92,0.58,0,0.075,0.15,0.15625,1,0.25,1.815999627
124048985,1,,,,3,0,0,0.4,0.4,0.15,0.1,0.46,0.66,0.5,0.54,0.8,0.52,1,0.125,0.1875,0.1875,1,0.09375,1.812856674
124050215,5,,,,3,0,0,0.8,0.55,0.1,0.2,0.58,0.56,0.7,0.64,0.7,0.64,0,0.029166667,0.0125,0.03125,1,0.09375,1.812420368
124048723,5,,,,3,0,0,0.7,0.03,0.02,0.25,0.6,0.68,0.7,0.66,0.8,0.74,0,0.066666667,0,0.05625,1,0.083333333,1.811083078
124048467,4,,,,3,0,0,0.85,0.03,0.1,0.05,0.58,0.72,0.66,0.62,0.86,0.74,0,0.125,0.125,0.15625,1,0.052083333,1.8062886
124050420,5,,,,3,0,0,0.4,0.01,0.01,0.1,0.6,0.66,0.68,0.64,0.64,0.64,1,0,0,0,1,0.25,1.804188609
124049967,3,,,,3,0,0,0,0.15,0.25,0.3,0.52,0.48,0.58,0.56,0.72,0.58,0,0.166666667,0.1875,0.21875,1,0.0625,1.794638276
124048714,4,,,,3,0,0,0.4,0.7,0.25,0.85,0.68,0.8,0.68,0.84,0.8,0.74,1,0,0.15,0.075,1,0.3125,1.794250846
123048685,3,,,,3,0,1,0.2,0.15,0.02,0.2,0.56,0.64,0.7,0.66,0.76,0.76,0,0.083333333,0.15,0.1375,1,0.020833333,1.78976953
124049165,3,,,,3,0,0,0.9,0.2,0.05,0.1,0.68,0.7,0.56,0.72,0.8,0.6,1,0.208333333,0,0.15625,1,0.072916667,1.788493395
124049988,0,,,,3,0,0,0.2,0.35,0.05,0.4,0.6,0.66,0.66,0.62,0.6,0.62,0,0.083333333,0.125,0.0625,1,1,1.788050652
124050216,1,,,,3,0,0,0,0.3,0.1,0.05,0.68,0.46,0.8,0.88,0.86,0.82,1,0,0.1,0.1125,1,0.104166667,1.787516236
124049503,5,,,,3,0,0,0.85,0.15,0.75,0.2,0.7,0.58,0.62,0.36,0.76,0.62,0,0.075,0,0.05625,1,0.375,1.782713413
124048408,5,,,,3,0,0,0.85,0.7,0.3,0.7,0.74,0.78,0.88,0.46,0.88,0.84,1,0,0,0,1,0.03125,1.77953434
124048806,5,,,,3,0,0,0.99,0.35,0.15,0.6,0.5,0.46,0.52,0.38,0.72,0.46,0,0.066666667,0.0625,0.075,1,0.052083333,1.772644877
124049476,4,,,,3,0,0,0.9,0.75,0.15,0.96,0.5,0.62,0.58,0.6,0.62,0.52,0,0.166666667,0,0.125,1,0.0625,1.771781564
124049785,4,,,,3,0,0,0.2,0.3,0.01,0.45,0.66,0.56,0.58,0.82,0.8,0.66,0,0.075,0,0.05625,1,0.25,1.769399881
124049805,5,,,,3,0,0,0.55,0.04,0.1,0.05,0.66,0.76,0.76,0.64,0.92,0.74,1,0.083333333,0,0.09375,1,0.0625,1.764979601
124048905,4,,,,3,0,0,0.7,0.4,0.4,0.8,0.54,0.96,0.68,0.9,0.84,0.78,0,0.1,0,0.075,1,0.0625,1.762343407
124049290,4,,,,3,0,0,0.6,0.4,0.1,0.55,0.6,0.68,0.54,0.66,0.64,0.62,0,0.1,0.1,0.125,1,0.09375,1.761613607
124049733,4,,,,3,0,0,0.9,0.15,0.1,0.2,0.5,0.9,0.62,0.78,0.84,0.72,0,0.070833333,0,0.053125,1,0.0625,1.760032535
124050562,0,,,,3,0,0,0,0.15,0.1,0.1,0.68,0.54,0.9,0.82,1,0.94,1,0.058333333,0.08125,0.040625,1,0.1875,1.758493662
124049796,4,,,,3,0,0,0.55,0.2,0.1,0.35,0.66,0.82,0.64,0.72,0.72,0.7,0,0.058333333,0.125,0.1,1,0.083333333,1.753120184
124048879,7,,,,3,0,0,0.85,0.75,0.25,0.8,0.46,0.66,0.4,0.58,0.8,0.32,0,0,0,0,1,0.25,1.750932097
124049960,7,,,,3,0,0,0.85,0.85,0.15,0.8,0.54,0.46,0.48,0.6,0.7,0.54,1,0,0,0,1,0.0625,1.746196151
124048771,1,,,,3,0,0,0.9,0.1,0.4,0.3,0.5,0.58,0.56,0.78,0.82,0.54,0,0.1,0.1875,0.16875,1,0.072916667,1.742944837
124049286,0,,,,3,0,0,0.25,0.1,0.05,0.35,0.46,0.74,0.82,0.46,0.84,0.72,1,0,0.01875,0.01875,1,0.1875,1.733201504
124048308,3,,,,3,0,0,0.9,0.55,0.99,0.8,0.4,0.56,0.58,0.66,0.54,0.56,0,0.083333333,0,0.0625,1,0.125,1.726488233
124049655,1,,,,3,0,0,0.15,0.4,0.02,0.35,0.46,0.34,0.6,0.66,0.78,0.42,0,0.125,0.075,0.13125,1,0.083333333,1.723331213
124049076,4,,,,3,0,0,0.4,0.1,0.01,0.2,0.58,0.54,0.5,0.74,0.72,0.66,0,0.125,0,0.09375,1,0.125,1.722840786
124049538,4,,,,3,0,0,0.6,0.15,0.1,0.7,0.62,0.84,0.56,0.8,0.78,0.58,0,0.291666667,0.1875,0.3125,1,0.083333333,1.719289064
124049557,1,,,,3,0,0,0.99,0.55,0.8,0.99,0.92,0.98,0.88,0.86,0.96,0.88,0,0.291666667,0,0.21875,1,0.0625,1.713813663
124048894,5,,,,3,0,0,0.15,0.1,0.2,0.97,0.52,0.52,0.64,0.38,0.82,0.62,1,0,0,0.0625,1,0.072916667,1.713572621
124049082,5,,,,3,0,0,0,0.1,0.01,0.2,0.68,0.62,0.84,0.6,0.78,0.6,0,0,0,0,1,0.083333333,1.71287024
124050061,5,,,,3,0,0,0.15,0.01,0.02,0.05,0.62,0.6,0.72,0.56,0.82,0.68,0,0.125,0.125,0.0625,1,0.041666667,1.711559057
124049177,4,,,,3,0,0,0.7,0.4,0.25,0.25,0.52,0.52,0.52,0.54,0.7,0.56,0,0.116666667,0.1,0.14375,1,0.09375,1.703778505
124049391,5,,,,3,0,0,0.25,0.01,0.02,0.05,0.66,0.46,0.46,0.6,0.66,0.48,0,0.014166667,0.02875,0.025,1,0.0625,1.702997684
124050051,4,,,,3,0,0,0.35,0.15,0.2,0.25,0.64,0.72,0.68,0.82,0.84,0.82,1,0.075,0.05,0.1,1,0.0625,1.699841976
124048994,5,,,,3,0,0,0.9,0.1,0.15,0.4,0.58,0.78,0.64,0.58,0.66,0.64,0,0.041666667,0,0.03125,1,0.0625,1.697943568
124049283,4,,,,3,0,0,0,0.3,0.5,0.25,0.66,0.96,0.74,0.72,0.96,0.78,1,0.116666667,0.1,0.1375,1,0.1875,1.696250796
124050436,5,,,,3,0,0,0.6,0.55,0.85,0.2,0.52,0.62,0.82,0.3,0.72,0.58,1,0.058333333,0,0.053125,1,0.072916667,1.696027279
124049802,5,,,,3,0,0,0.35,0.04,0.1,0.55,0.78,0.8,0.76,0.84,0.88,0.76,1,0,0,0,1,0.052083333,1.694976687
124049717,4,,,,3,0,0,0.99,0.8,0.65,0.8,1,1,0.78,0.96,0.94,0.92,0,0.041666667,0.0625,0.0625,1,0.25,1.690856338
124049980,5,,,,3,0,0,0.1,0.15,0.04,0.4,0.6,0.66,0.62,0.66,0.64,0.64,0,0.01,0.01875,0.0075,1,0.083333333,1.690540075
124050090,5,,,,3,0,0,0.1,0.15,0.98,0.25,0.64,0.66,0.86,0.56,0.84,0.74,0,0.025,0,0.01875,1,0.083333333,1.689659953
124049341,0,,,,3,0,0,0.05,0.03,0.01,0.4,0.44,0.62,0.6,0.48,0.84,0.6,1,0.058333333,0,0.0625,1,0.1875,1.68510437
124050152,3,,,,3,0,0,0.9,0.4,0.5,0.4,0.56,0.72,0.68,0.58,0.8,0.68,1,0.158333333,0.05,0.11875,1,0.052083333,1.683716893
124050150,0,,,,3,0,0,0.35,0.15,0.01,0.2,0.44,0.68,0.7,0.56,0.66,0.66,1,0.208333333,0,0.2125,1,0.0625,1.68046391
124050160,4,,,,3,0,0,0,0.55,0.1,0.55,0.42,0.5,0.36,0.46,0.82,0.38,0,0.083333333,0.1,0.1125,1,0.1875,1.680279732
124049730,7,,,,3,0,0,0.35,0.04,0.05,0.35,0.68,0.5,0.66,0.56,0.68,0.58,0,0,0.05,0,1,0.041666667,1.677130699
124049115,4,,,,3,0,0,0.7,0.8,0.2,0.8,0.78,0.74,0.76,0.76,0.82,0.82,0,0.166666667,0,0.125,1,0.09375,1.676878095
124049433,5,,,,3,0,0,0.8,0.15,0.01,0.05,0.68,0.66,0.8,0.7,0.74,0.8,1,0.041666667,0.0625,0.075,1,0.0625,1.673403025
124050001,4,,,,3,0,0,0.85,0.15,0.1,0.05,0.6,0.8,0.64,0.66,0.68,0.72,0,0.1,0.2,0.1875,1,0.114583333,1.658302784
124050275,4,,,,3,0,0,0.15,0.25,0.99,0.2,0.8,0.9,0.96,0.94,0.96,0.88,1,0.041666667,0.25,0.125,1,0.041666667,1.65767765
124050006,4,,,,3,0,0,0.9,0.4,0.02,0.1,0.62,0.58,0.6,0.74,0.6,0.6,1,0.116666667,0,0.0875,1,0.25,1.653155684
124048984,4,,,,3,0,0,0.35,0.03,0.01,0.1,0.58,0.56,0.56,0.6,0.66,0.54,1,0.058333333,0.1,0.0625,1,0.104166667,1.652055264
124050551,5,,,,3,0,0,0.2,0.03,0.15,0.2,0.84,0.76,0.94,0.66,0.88,0.82,0,0.025,0.025,0.025,1,0.052083333,1.649895072
124049189,4,,,,3,0,0,0.2,0.15,0.01,0.35,0.48,0.74,0.46,0.72,0.64,0.66,0,0.033333333,0.05625,0.05625,1,0.125,1.646038294
124050243,4,,,,3,0,0,0.4,0.55,0.2,0.9,0.68,0.62,0.76,0.78,0.8,0.68,1,0.166666667,0.0625,0.15625,1,0.125,1.644704103
124050124,3,,,,3,0,0,0.9,0.04,0.25,0.2,0.62,0.32,0.7,0.76,0.78,0.62,0,0.166666667,0.2,0.1875,1,0.041666667,1.643741131
124049374,5,,,,3,0,0,0.8,0.15,0.2,0.2,0.68,0.66,0.88,0.64,0.86,0.78,0,0,0,0,1,0.25,1.643620849
124050522,1,,,,3,0,0,0.4,0.1,0.05,0.35,0.36,0.38,0.42,0.52,0.72,0.36,0,0.129166667,0.075,0.125,1,0.083333333,1.638662219
