Matricula,PROGRAMA EDUCATIVO,BAJA 1ER CUATRI,BAJA 2DO CUATRI,BAJA 3ER CUATRI,Estado civil,Hijos,Problema o padecimiento,Razonamiento matem‡tico,Razonamiento abstracto,R. Verbal,R. Espacial,Inform‡tica,C‡lculo,Comunicaci—n,Mec‡nico,Servicio,Finanzas,Trabaja,Ingreso mensual de padre,Ingreso mensual de madre,Ingresos mensuales familiares,UPQ Primera opci—n,Minutos de trayecto a la universidad,Probabilidad Baja (%)
123048689,7,,,,3,0,0,0.9,0.6,0.4,0.75,0.5,0.66,0.48,0.56,0.82,0.56,0,0.083333333,0.0375,0.08125,1,0.1875,0.768961966
124049353,5,,,,3,0,0,0.2,0.04,0.01,0.05,0.68,0.6,0.78,0.66,0.98,0.82,1,0,0.25,0.1875,1,0.125,0.764925003
124049799,7,,,,3,0,0,0.7,0.15,0.4,0.75,0.9,0.8,0.88,0.7,0.92,0.88,0,0.01875,0.025,0.03125,1,0.0625,0.760729074
124049769,7,,,,3,0,0,0.8,0.4,0.7,0.96,0.6,0.82,0.46,0.58,0.76,0.78,0,0.058333333,0,0.04375,1,0.25,0.758720875
124049281,7,,,,3,0,0,0.4,0.4,0.55,0.4,0.6,0.5,0.46,0.66,0.68,0.94,0,0.125,0.0625,0.125,1,0.052083333,0.757233739
124049426,5,,,,3,0,0,0.25,0.15,0.2,0.85,0.72,0.52,0.9,0.72,0.98,1,1,0.058333333,0.1,0.09375,1,0.25,0.756109059
124050013,5,,,,3,0,0,0.9,0.04,0.02,0.25,0.64,0.46,0.92,0.22,0.92,0.78,0,0.25,0,0.1875,1,0.0625,0.752560675
124048979,5,,,,3,0,0,0.9,0.6,0.3,0.8,0.6,0.88,0.8,0.54,0.88,0.86,0,0.016666667,0.1,0.0625,1,0.25,0.746859193
124049409,5,,,,3,0,0,0.85,0.1,0.04,0.35,0.7,0.7,0.72,0.72,0.74,0.76,0,0.25,0.125,0.25,1,0.041666667,0.745653093
124050177,5,,,,3,0,0,0,0.15,0.15,0.2,0.52,0.58,0.58,0.48,0.76,0.58,1,0.183333333,0.15625,0.09375,1,0.09375,0.744297147
124048845,4,,,,3,0,0,0.85,0.03,0.01,0.05,0.7,0.68,0.64,0.7,0.8,0.8,0,0.583333333,0,0.4375,1,0.03125,0.744240284
124049320,5,,,,3,0,0,0.35,0.01,0.25,0.35,0.72,0.74,0.84,0.82,0.98,0.86,1,0.166666667,0,0.125,1,0.041666667,0.736763537
124049673,1,,,,3,1,0,0.1,0.25,0.05,0.4,0.62,0.7,0.62,0.7,0.72,0.7,1,0.25,0.1,0.1875,1,0.125,0.734888077
124049161,7,,,,3,0,0,0.55,0.45,0.02,0.55,0.68,0.66,0.94,0.74,0.78,0.9,1,0.066666667,0,0.06875,1,0.0625,0.73268801
124048704,5,,,,3,0,0,0.9,0.75,0.04,0.85,0.5,0.68,0.94,0.62,0.94,0.74,1,0.125,0,0.09375,1,0.083333333,0.730707645
124049174,5,,,,3,0,0,0.2,0.03,0.15,0.4,0.26,0.32,0.54,0.34,0.64,0.52,1,0.166666667,0.0625,0.15625,1,0.166666667,0.719070673
124050063,5,,,,3,0,0,0.6,0.1,0.05,0.15,0.34,0.5,0.94,0.3,0.92,0.88,0,0,0.25,0.125,1,0.104166667,0.718603075
124049860,7,,,,3,0,0,0.7,0.1,0.05,0.05,0.76,0.72,0.76,0.84,0.78,0.78,0,0.15,0.1875,0.09375,1,0.0625,0.714283347
124048797,7,,,,3,0,0,0.9,0.7,0.15,0.85,0.56,0.86,0.74,0.56,0.82,0.6,0,0.116666667,0,0.0875,1,0.125,0.712197185
124049015,5,,,,3,0,0,0.85,0.4,0.99,0.4,0.54,0.74,0.66,0.36,0.9,0.66,0,0.066666667,0.0625,0.08125,1,0.104166667,0.711808801
124048705,5,,,,3,0,0,0.55,0.55,0.2,0.35,0.6,0.62,0.82,0.56,0.84,0.8,0,0.166666667,0.25,0.25,1,0.0625,0.710520685
124049672,6,,,,3,0,0,0.9,0.25,0.04,0.4,0.92,0.98,0.9,0.84,0.9,0.82,0,0.091666667,0,0.06875,1,0.041666667,0.70959574
124049499,1,,,,3,0,0,0.9,0.3,0.02,0.35,0.56,0.52,0.62,0.72,0.64,0.62,1,0.333333333,0.25,0.375,1,0.052083333,0.707707524
124049000,7,,,,3,0,0,0.9,0.02,0.15,0.25,0.66,0.56,0.68,0.5,0.78,0.56,0,0.125,0.1875,0.1875,1,0.041666667,0.705416262
124048693,7,,,,3,0,0,0.98,0.7,0.55,0.96,0.56,0.76,0.64,0.6,0.74,0.48,0,0.166666667,0.125,0.1875,1,0.052083333,0.70459944
124050419,7,,,,3,0,0,0.8,0.3,0.1,0.55,0.72,0.86,0.78,0.74,0.94,0.8,0,0.083333333,0.05,0.0875,1,0.0625,0.700371921
124049322,5,,,,3,0,0,0.9,0.4,0.25,0.7,0.62,0.92,0.82,0.58,0.94,0.86,0,0.05,0,0.0375,1,0.208333333,0.68711406
124049941,7,,,,3,0,0,0.55,0.6,0.8,0.85,0.56,0.66,0.54,0.7,0.66,0.68,1,0.025,0,0.1,1,0.104166667,0.686869442
124048691,5,,,,3,0,0,0.9,0.15,0.5,0.45,0.32,0.42,0.94,0.6,0.66,0.68,1,0.15,0,0.125,1,0.1875,0.685342669
124048824,7,,,,3,0,0,0.9,0.4,0.3,0.35,0.5,0.66,0.56,0.6,0.82,0.7,0,0.070833333,0.0625,0.065625,1,0.104166667,0.680079043
124049994,4,,,,3,0,0,0.85,0.2,0.1,0.5,0.78,0.78,0.8,0.88,0.82,0.8,1,0.208333333,0.025,0.23125,1,0.083333333,0.677907169
124049132,6,,,,3,0,0,0.1,0.01,0.01,0.1,0.34,0.26,0.34,0.28,0.54,0.34,0,0.108333333,0.0001625,0.0001625,1,0.125,0.677826285
124049121,7,,,,3,0,0,0.55,0.4,0.1,0.4,0.68,0.7,0.72,0.62,0.82,0.74,0,0,0.125,0.0625,1,0.1875,0.676515818
124049019,7,,,,3,0,0,0.9,0.45,0.05,0.4,0.56,0.88,0.58,0.84,0.84,0.72,0,0.075,0,0.05625,1,0.125,0.676374495
124049545,4,,,,3,0,1,0.9,0.75,0.2,0.75,0.92,0.96,0.84,0.92,0.96,0.76,1,0,0,0,1,0.072916667,0.6761868
124049956,6,,,,3,0,0,0.2,0.15,0.15,0.15,0.5,0.64,0.64,0.68,0.72,0.56,0,0.25,0,0.1875,1,0.25,0.674870908
124050414,5,,,,3,0,0,0.8,0.55,0.4,0.75,0.42,0.5,0.5,0.7,0.82,0.58,0,0.183333333,0,0.1375,1,0.229166667,0.674714267
124049201,7,,,,3,0,0,0.9,0.9,0.3,0.9,0.64,0.7,0.62,0.64,0.74,0.66,0,0.05,0.0625,0.071875,1,0.1875,0.674639523
124050175,5,,,,3,0,1,0.25,0.55,0.15,0.4,0.5,0.8,0.66,0.34,0.92,0.58,0,0.083333333,0.105,0.125,1,0.041666667,0.673751473
124049667,0,,,,3,0,0,0.85,0.75,0.35,0.5,0.56,0.72,0.72,0.24,0.94,0.6,0,0.416666667,0.5,0.5625,1,0.072916667,0.671960533
124049900,7,,,,3,0,0,0.97,0.35,0.25,0.45,0.46,0.64,0.52,0.62,0.66,0.56,0,0.066666667,0.1,0.1,1,0.1875,0.666719735
124050232,5,,,,3,0,0,0.9,0.55,0.4,0.55,0.78,0.94,0.86,0.7,0.9,0.78,0,0.104166667,0,0.0375,1,0.083333333,0.665925384
124050246,4,,,,3,0,0,0.99,0.85,0.55,0.55,0.66,0.82,0.64,0.46,0.84,0.64,0,0.208333333,0.225,0.26875,1,0.0625,0.662159383
124049178,4,,,,3,0,0,0.9,0.2,0.3,0.4,0.8,0.7,0.68,0.78,0.68,0.66,0,0.166666667,0.25,0.25,1,0.041666667,0.660190046
124050307,5,,,,3,0,0,0.9,0.02,0.04,0.35,0.82,0.9,0.86,0.82,0.88,0.8,1,0.008333333,0.0125,0.04375,1,0.104166667,0.659727693
124049017,5,,,,3,0,0,0.9,0.4,0.1,0.15,0.78,0.76,0.94,0.78,0.9,0.84,0,0.166666667,0.25,0.25,1,0.125,0.651579797
124049774,7,,,,3,0,0,0.85,0.4,0.15,0.5,0.64,0.7,0.66,0.62,0.8,0.72,0,0.083333333,0.075,0.1125,1,0.083333333,0.650934994
124049942,7,,,,3,0,0,0.9,0.85,0.35,0.96,0.66,0.86,0.74,0.68,0.94,0.72,1,0,0,0,1,0.25,0.640416145
124050729,4,,,,3,0,1,0.55,0.45,0.25,0.5,0.42,0.72,0.44,0.68,0.56,0.58,1,0.05,0,0.0375,1,0.166666667,0.631220758
124050486,5,,,,3,0,0,0.98,0.55,0.35,0.65,0.42,0.84,0.74,0.64,0.7,0.68,0,0.1,0,0.078125,1,0.25,0.629929781
124049474,4,,,,3,0,0,0.99,0.75,0.4,0.85,0.88,1,0.88,0.92,0.82,0.96,0,0.25,0.25,0.3125,1,0.1875,0.628953874
124048712,7,,,,3,0,0,0.6,0.2,0.15,0.25,0.76,0.72,0.66,0.64,0.92,0.82,0,0.25,0,0.1875,1,0.041666667,0.626962662
124049573,5,,,,3,0,0,0.8,0.01,0.2,0.1,0.58,0.66,0.96,0.62,0.98,0.88,1,0,0.375,0.21875,1,0.083333333,0.599646091
124049928,5,,,,3,0,0,0.2,0.35,0.15,0.75,0.68,0.82,0.84,0.88,0.88,0.88,1,0.166666667,0,0.21875,1,0.0625,0.595413625
124050141,4,,,,3,0,0,0.99,0.9,0.65,0.9,0.2,0.86,0.58,0.52,0.98,0.54,0,0,0.5,0.25,1,0.083333333,0.593072653
124049063,5,,,,3,0,0,0.75,0.04,0.2,0.05,0.52,0.6,0.6,0.5,0.66,0.58,1,0.5,0,0.375,1,0.083333333,0.587429583
124050142,7,,,,3,0,0,0,0.3,0.01,0.35,0.68,0.7,0.58,0.56,0.88,0.54,0,0.133333333,0.125,0.09375,1,0.104166667,0.585171878
124048829,4,,,,3,0,0,0.97,0.75,0.5,0.55,0.72,0.98,0.92,0.94,0.92,0.92,0,0.216666667,0.3125,0.28125,1,0.020833333,0.583683312
124049378,5,,,,3,0,0,0.8,0.9,0.35,0.7,0.58,0.48,0.76,0.6,0.88,0.8,0,0.075,0.0875,0.1125,1,0.25,0.583470881
124049203,5,,,,3,0,0,0.9,0.45,0.15,0.7,0.9,0.86,0.98,0.8,0.98,0.98,0,0,0.1875,0.15625,1,0.104166667,0.582700491
124048980,6,,,,3,0,0,0.25,0.1,0.05,0.3,0.7,0.58,0.62,0.7,0.86,0.68,0,0.083333333,0.2,0.15625,1,0.083333333,0.582344532
124048808,7,,,,3,0,0,0.8,0.45,0.55,0.55,0.74,0.68,0.7,0.62,0.76,0.66,1,0.125,0.0625,0.0625,1,0.0625,0.579434037
124049257,7,,,,3,0,0,0.6,0.4,0.04,0.5,0.58,0.76,0.64,0.64,0.68,0.7,1,0.083333333,0.1875,0.15625,1,0.0625,0.568962812
124049155,5,,,,3,0,1,0,0.01,0.01,0.1,0.84,0.52,0.72,0.52,0.9,0.62,1,0.041666667,0.0875,0.075,1,0.1875,0.553989649
124048977,5,,,,3,0,0,0.85,0.4,0.1,0.45,0.6,0.72,0.86,0.76,0.88,0.86,0,0.166666667,0.0375,0.14375,1,0.125,0.553493857
124048988,7,,,,3,0,0,0.85,0.25,0.1,0.25,0.36,0.78,0.76,0.62,0.86,0.7,1,0.133333333,0,0.1,1,0.083333333,0.545585036
124049903,5,,,,3,0,0,0.99,0.99,0.99,0.99,0.66,0.76,0.8,0.78,0.82,0.78,0,0.166666667,0.25,0.25,1,0.104166667,0.540738761
124049586,5,,,,3,0,0,0.55,0.25,0.15,0.4,0.38,0.64,0.52,0.28,0.94,0.34,1,0.233333333,0.35,0.175,1,0.052083333,0.539913893
124049767,1,,,,3,0,0,0.4,0.1,0.05,0.4,0.7,0.88,0.92,0.88,0.8,0.92,0,0.416666667,0.625,0.625,1,0.5,0.535044789
124049571,5,,,,3,0,0,0.8,0.1,0.1,0.9,0.6,0.5,0.7,0.76,0.7,0.8,1,0.25,0.275,0.325,1,0.083333333,0.528047204
124049812,7,,,,3,0,0,0.4,0.2,0.65,0.5,0.6,0.72,0.74,0.62,0.82,0.8,0,0.166666667,0,0.125,1,0.104166667,0.51918304
124046098,5,,,,3,0,0,0.97,0.75,0.35,0.35,0.76,0.98,0.74,0.76,0.92,0.76,0,0.125,0.125,0.15625,1,0.052083333,0.509902477
124050424,4,,,,3,0,0,0.8,0.35,0.65,0.85,0.86,0.68,0.92,0.94,1,0.88,1,0,0.5,0.25,1,0.03125,0.508063495
124048710,4,,,,3,0,1,0.75,0.55,0.35,0.9,0.76,0.94,0.82,0.94,0.88,0.86,1,0.145833333,0,0.109375,1,0.09375,0.504274368
124049892,1,,,,3,0,0,0.75,0.75,0.2,0.8,0.58,0.64,0.64,0.8,0.8,0.68,1,0.083333333,0.75,0.4375,1,0.625,0.500528514
124049016,5,,,,3,0,1,0.03,0.55,0.3,0.85,0.46,0.66,0.72,0.5,0.82,0.66,0,0.166666667,0.25,0,1,0.041666667,0.486700594
124050244,7,,,,3,0,0,0.55,0.75,0.15,0.6,0.92,0.8,0.86,0.94,1,0.82,0,0.1,0,0.075,1,0.09375,0.476171732
124049932,7,,,,3,0,0,0.97,0.96,0.3,0.96,0.66,0.82,0.58,0.62,0.64,0.76,0,0.055,0.175,0.09375,1,0.25,0.472865909
124048941,7,,,,3,0,0,0.99,0.99,0.99,0.99,0.74,0.6,0.72,0.6,0.92,0.56,0,0.166666667,0.225,0.1875,1,0.25,0.471551061
124048744,7,,,,3,0,0,0.9,0.55,0.99,0.55,0.64,0.66,0.56,0.48,0.82,0.58,0,0.333333333,0,0.25,1,0.0625,0.466169
124049720,5,,,,3,0,1,0.1,0.15,0.05,0.15,0.46,0.44,0.52,0.4,0.66,0.56,0,0.091666667,0.1375,0.1375,1,0.072916667,0.463056833
124049543,7,,,,3,0,0,0.98,0.95,0.55,0.65,0.6,0.7,0.4,0.46,0.76,0.48,0,0.3,0.09375,0.26875,1,0.072916667,0.460457981
124049540,4,,,,3,0,0,0.9,0.9,0.05,0.4,0.62,0.72,0.7,0.7,0.9,0.66,1,0.166666667,0.25,0.25,1,0.072916667,0.44596684
124049804,5,,,,3,0,1,0.1,0.02,0.01,0.1,0.62,0.66,0.82,0.68,0.82,0.74,0,0.066666667,0.175,0.1375,1,0.208333333,0.445510864
124049524,4,,,,3,0,0,0.75,0.4,0.5,0.7,0.72,0.86,0.52,0.72,0.72,0.72,0,0.708333333,0,0.53125,1,0.083333333,0.44089663
124049793,7,,,,3,0,1,0.35,0.35,0.55,0.95,0.86,0.76,0.78,0.76,0.78,0.68,0,0,0,0,1,0.0625,0.431101829
124050591,7,,,,3,0,0,0.15,0.25,0.35,0.35,0.84,0.78,0.7,0.76,0.76,0.78,1,0.079166667,0.13125,0.11375,1,0.052083333,0.421453118
124050421,4,,,,3,0,1,0.9,0.75,0.1,0.7,0.94,0.76,0.86,0.94,0.9,0.7,1,0,0.125,0.115625,1,0.09375,0.418491006
124050626,7,,,,3,0,0,0.85,0.85,0.15,0.65,0.7,0.8,0.86,0.82,0.84,0.82,1,0,0.125,0.0625,1,0.09375,0.415780157
124049803,7,,,,3,0,0,0.85,0.7,0.55,0.55,0.66,0.8,0.8,0.72,0.82,0.74,0,0.416666667,0,0.3125,1,0.0625,0.413836211
124049878,5,,,,3,0,0,0,0.2,0.1,0.2,0.86,0.96,0.98,0.98,0.88,1,1,0,0.4375,0.00025,1,0.0625,0.402399331
124048792,4,,,,3,0,1,0.9,0.4,0.15,0.8,0.7,0.74,0.56,0.8,0.76,0.62,0,0.066666667,0.075,0.0875,1,0.375,0.397817314
124050197,7,,,,3,0,0,0.85,0.55,0.35,0.75,0.46,0.62,0.56,0.64,0.68,0.54,0,0.208333333,0.25,0.28125,1,0.03125,0.388528675
124049109,6,,,,3,0,0,0.2,0.1,0.01,0.55,0.54,0.42,0.86,0.68,0.82,0.8,0,0.166666667,0.275,0.2625,1,0.03125,0.383624643
124049516,7,,,,3,0,0,0.8,0.85,0.35,0.9,0.54,0.6,0.6,0.68,0.82,0.62,0,0.166666667,0.125,0.25,1,0.083333333,0.381682158
124050107,7,,,,3,0,0,0.75,0.2,0.1,0.35,0.7,0.74,0.94,0.8,0.82,0.86,0,0,0.3125,0.15625,1,0.125,0.376261562
124049012,7,,,,3,0,0,0.9,0.35,0.35,0.8,0.58,0.6,0.62,0.7,0.74,0.68,0,0.266666667,0.1625,0.28125,1,0.020833333,0.374382854
124050603,7,,,,3,0,0,0.97,0.8,0.3,0.9,0.52,0.88,0.8,0.84,0.66,0.78,1,0.041666667,0.08125,0.075,1,0.09375,0.360361487
124048747,7,,,,3,0,0,0.9,0.15,0.05,0.2,0.92,0.88,0.82,0.72,0.96,0.76,1,0.083333333,0.25,0.09375,1,0.052083333,0.359734029
124049692,5,,,,3,0,1,0.35,0.1,0.04,0.4,0.66,0.62,0.78,0.6,0.86,0.76,0,0.208333333,0.0625,0.1875,1,0.052083333,0.35915187
124050514,7,,,,3,0,0,0.99,0.6,0.4,0.4,0.84,1,0.56,0.62,0.84,0.94,1,0.1,0,0.075,1,0.083333333,0.357347757
124050222,0,,,,3,0,0,0.98,0.4,0.15,0.9,0.68,0.66,0.66,0.68,0.68,0.66,0,1,0,0.75,1,0.041666667,0.355991006
124050582,7,,,,3,0,0,0.35,0.1,0.1,0.75,0.88,0.88,0.64,0.84,0.92,0.88,1,0.125,0.1125,0.1875,1,0.041666667,0.355986267
124049295,6,,,,3,0,1,0.98,0.15,0.1,0.4,0.7,0.84,0.54,0.82,0.52,0.62,1,0.1,0,0.09375,1,0.083333333,0.351547509
124049235,7,,,,3,0,0,0,0.1,0.5,0.35,0.72,0.66,0.7,0.6,0.84,0.7,0,0.458333333,0,0.34375,1,0.0625,0.328401297
124049702,7,,,,3,0,0,0.4,0.4,0.25,0.75,0.78,0.66,0.78,0.8,0.84,0.82,1,0.083333333,0.125,0,1,0.104166667,0.312095195
124049011,7,,,,3,0,0,0.35,0.55,0.25,0.6,0.72,0.82,0.72,0.78,0.76,0.82,1,0.108333333,0.15,0.15625,1,0.0625,0.310695797
124048757,7,,,,3,0,0,0.9,0.55,0.1,0.96,0.7,0.76,0.74,0.64,0.88,0.74,1,0.166666667,0.25,0.25,1,0.0625,0.308809757
124049781,4,,,,3,0,0,0.9,0.55,0.2,0.2,0.86,0.74,0.56,0.76,0.76,0.72,0,0.916666667,0.1875,0.78125,1,0.1875,0.306426883
124049134,7,,,,3,0,0,0.7,0.55,0.3,0.3,0.56,0.9,0.7,0.78,0.78,0.74,1,0.375,0,0.29375,1,0.0625,0.302153558
124049366,7,,,,3,0,0,0.9,0.35,0.5,0.55,0.9,0.98,0.88,0.96,0.98,1,1,0,0.075,0.1,1,0.083333333,0.296441406
124049071,7,,,,3,0,0,0.9,0.75,0.5,0.5,0.78,0.74,0.8,0.76,0.92,0.82,1,0.125,0.1875,0.075,1,0.083333333,0.296286017
124049686,7,,,,3,0,0,0,0.75,0.02,0.4,0.86,0.8,0.78,0.84,0.9,0.72,1,0.25,0.125,0.25,1,0.041666667,0.292884618
124049552,4,,,,3,0,1,0.85,0.45,0.3,0.75,0.62,0.62,0.62,0.9,0.78,0.7,0,0.25,0,0.1875,1,0.072916667,0.287452161
124049130,4,,,,3,0,1,0.85,0.45,0.65,0.3,0.62,0.7,0.64,0.98,0.86,0.82,0,0.125,0.25,0.21875,1,0.083333333,0.281315863
124048607,6,,,,3,0,0,0.85,0.25,0.4,0.45,0.76,0.6,0.82,0.8,1,0.76,0,0.208333333,0.125,0.21875,1,0.0625,0.2800349
124048965,7,,,,3,0,0,0.7,0.4,0.4,0.55,0.74,0.86,0.9,0.78,0.82,0.88,0,0.133333333,0.0125,0.10625,1,0.4375,0.262789458
124048844,7,,,,3,0,0,0.85,0.6,0.35,0.7,0.86,0.9,0.74,0.8,0.9,0.82,0,0.333333333,0.2,0.35,1,0.083333333,0.251183391
124050106,7,,,,3,0,0,0.8,0.75,0.3,0.7,0.44,0.84,0.76,0.8,0.78,0.9,0,0,0.4375,0.21875,1,0.041666667,0.246153146
124049707,7,,,,3,0,0,0.9,0.55,0.5,0.45,0.66,0.58,0.46,0.76,0.88,0.68,1,0.166666667,0.25,0.25,1,0.0625,0.245186388
124048940,5,,,,3,0,0,0.75,0.1,0.35,0.85,0.56,0.62,0.64,0.62,0.88,0.6,1,0.25,0.5,0.4375,1,0.0625,0.237447813
124048751,4,,,,3,0,0,0.9,0.6,0.7,0.96,0.7,0.76,0.44,0.8,0.78,0.58,0,0.083333333,0.9375,0.53125,1,0.072916667,0.221115798
124049175,7,,,,3,1,0,0.9,0.1,0.35,0.05,0.56,0.62,0.72,0.66,0.76,0.58,0,0.333333333,0.1,0.3125,1,0.041666667,0.208136573
124049072,5,,,,3,0,0,0,0.15,0.35,0.3,0.62,0.48,0.7,0.42,0.78,0.6,1,0,0.875,0.5,1,0.125,0.206966624
124049307,7,,,,3,0,0,0.25,0.03,0.25,0.3,0.84,0.8,0.86,0.96,0.98,0.92,0,0.125,0.1875,0.1875,1,0.083333333,0.189515859
124049583,7,,,,3,0,1,0.9,0.55,0.35,0.7,0.58,0.54,0.38,0.44,0.74,0.46,0,0.375,0,0.28125,1,0.0625,0.142361522
124050588,7,,,,3,0,0,0.9,0.4,0.35,0.25,0.54,0.94,0.9,0.54,0.96,0.72,0,0.416666667,0.375,0.5,1,0.083333333,0.078506537
124048955,4,,,,3,0,0,0.98,0.85,0.85,0.98,0.7,0.84,0.36,0.78,0.64,0.52,0,0.291666667,0.75,0.625,1,0.083333333,0.076860853
124050002,4,,,,3,0,0,0.75,0.2,0.01,0.7,0.58,0.62,0.62,0.58,0.62,0.64,1,0.666666667,1,1,1,0.5,0.067488775

